timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03,ey,epsi,speed,kappa_ahead
1788187559.992100,monitoring,0.6.1,-0.1823403537273407,0.8011654913425446,-0.1823403537273407,0.8011654913425446,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2929702588933493,0.3329621005126291,0.0038900378822946734,-0.7563102502315013
1788187560.080051,monitoring,0.6.1,-0.18225878477096558,0.8012637495994568,-0.18225878477096558,0.8012637495994568,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2928081348059416,0.3733166522485431,0.0014224917593076585,-0.7546606255797235
1788187560.189667,monitoring,0.6.1,-0.1831059604883194,0.8029244542121887,-0.1831059604883194,0.8029244542121887,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2969561306754647,0.31295949441841653,0.0014387382393959332,-0.7142179535654816
1788187560.423612,monitoring,0.6.1,-0.1822994351387024,0.8029452264308929,-0.1822994351387024,0.8029452264308929,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2919072950038802,0.3045682851092398,0.0012726789624652906,-0.7410393076486879
1788187560.500491,monitoring,0.6.1,-0.1855229139328003,0.8018108010292053,-0.1855229139328003,0.8018108010292053,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2919072950038802,0.3045682851092398,0.0012726789624652906,-0.7410393076486879
1788187560.597923,monitoring,0.6.1,-0.18406620621681213,0.8013551235198975,-0.18406620621681213,0.8013551235198975,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29837896631297584,0.3329621005126291,0.00046525956277903375,-0.7153793880913205
1788187560.717188,monitoring,0.6.1,-0.18602818250656128,0.8029011487960815,-0.18602818250656128,0.8029011487960815,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2952553243445878,0.2487603266233356,0.00039149413450321465,-0.7219679647999582
1788187560.803619,monitoring,0.6.1,-0.18538570404052734,0.802321195602417,-0.18538570404052734,0.802321195602417,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2952553243445878,0.2487603266233356,0.00039149413450321465,-0.7219679647999582
1788187560.900705,monitoring,0.6.1,-0.18481169641017914,0.8017792403697968,-0.18481169641017914,0.8017792403697968,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29512054594540316,0.3733166522485431,0.0001735796519351486,-0.7230853224206142
1788187561.094071,monitoring,0.6.1,-0.18444250524044037,0.8014671504497528,-0.18444250524044037,0.8014671504497528,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29189455376676815,0.3329621005126291,0.00030906436043014505,-0.7401209203024557
1788187561.202874,monitoring,0.6.1,-0.18239258229732513,0.8022768497467041,-0.18239258229732513,0.8022768497467041,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29641839609745824,0.34525736097538995,0.001176102643132195,-0.7173494069840416
1788187561.305980,monitoring,0.6.1,-0.18533341586589813,0.8025106191635132,-0.18533341586589813,0.8025106191635132,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29641839609745824,0.34525736097538995,0.001176102643132195,-0.7173494069840416
1788187561.397262,monitoring,0.6.1,-0.1859723925590515,0.803461492061615,-0.1859723925590515,0.803461492061615,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29641839609745824,0.34525736097538995,0.001176102643132195,-0.7173494069840416
1788187561.505257,monitoring,0.6.1,-0.18476256728172302,0.8013272881507874,-0.18476256728172302,0.8013272881507874,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29479726033530296,0.34525736097538995,0.0008853447190200547,-0.7260436828926711
1788187561.617228,monitoring,0.6.1,-0.1808224320411682,0.8004822432994843,-0.1808224320411682,0.8004822432994843,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2965302954729379,0.3329621005126291,0.0012064360309521802,-0.7104882486508912
1788187561.710832,monitoring,0.6.1,-0.18210360407829285,0.8015506863594055,-0.18210360407829285,0.8015506863594055,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2965302954729379,0.3329621005126291,0.0012064360309521802,-0.7104882486508912
